RowIndex,Tag,ID,Type,Name,Icon,SetID,Level,BoundRule,Identifiable,MinIdentifiedRate,BasePrice,SellPrice,DurationHour,ExtraHint,Description,Text,ChildrenJSON
28,PetEquip,70002303,1002,Bạch Thố Ẩn Lâm Thú Giáp,PetEquipCloth1_5,5,75,1,true,0,1000,800,-1,,"Bạch thố ẩn lâm, tàng hình.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""624""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""624""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""2734"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""2734"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""75"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""30"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""15"",""MinStar"":""9""}}]"
29,PetEquip,70002304,1003,Bạch Thố Ẩn Lâm Thú Hoàn,PetEquipChaplet1_5,5,75,1,true,0,1000,800,-1,,"Bạch thố ẩn lâm, tàng hình.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""580""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""1764"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""1764"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""3606"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""75"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""15"",""MinStar"":""9""}}]"
30,PetEquip,70002305,1004,Bạch Thố Ẩn Lâm Thú Sức,PetEquipAmulet1_5,5,75,1,true,0,1000,800,-1,,"Bạch thố ẩn lâm, tàng hình.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""290""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_dodgebase"",""Value"":""96""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""1764"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""1764"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""3606"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""75"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""15"",""MinStar"":""9""}}]"
31,PetEquip,70003001,1000,Mãnh Hổ Hám Sơn Thú Trảo,PetEquipClaw1_10,6,85,1,true,0,1000,800,-1,,"Kẻ mãnh hổ, núi có cao cũng không hề sợ.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""779""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""779""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""6338"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""105"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""4221"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
32,PetEquip,70003002,1001,Mãnh Hổ Hám Sơn Thú Khôi,PetEquipHat1_10,6,85,1,true,0,1000,800,-1,,"Kẻ mãnh hổ, núi có cao cũng không hề sợ.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""266""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""266""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""1827"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""1827"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""105"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
33,PetEquip,70003003,1002,Mãnh Hổ Hám Sơn Thú Giáp,PetEquipCloth1_10,6,85,1,true,0,1000,800,-1,,"Kẻ mãnh hổ, núi có cao cũng không hề sợ.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""709""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""709""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""3134"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""3134"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""105"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
34,PetEquip,70003004,1003,Mãnh Hổ Hám Sơn Thú Hoàn,PetEquipChaplet1_10,6,85,1,true,0,1000,800,-1,,"Kẻ mãnh hổ, núi có cao cũng không hề sợ.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""660""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""4524"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""105"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""4221"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
35,PetEquip,70003005,1004,Mãnh Hổ Hám Sơn Thú Sức,PetEquipAmulet1_10,6,85,1,true,0,1000,800,-1,,"Kẻ mãnh hổ, núi có cao cũng không hề sợ.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""330""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_dodgebase"",""Value"":""110""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""4524"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""105"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""4221"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
36,PetEquip,70003101,1000,Phi Ưng Tường Không Thú Trảo,PetEquipClaw1_6,7,85,1,true,0,1000,800,-1,,"Kẻ phi ưng, bay lượn trên không trung.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""779""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""779""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""6338"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""105"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""4221"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
37,PetEquip,70003102,1001,Phi Ưng Tường Không Thú Khôi,PetEquipHat1_6,7,85,1,true,0,1000,800,-1,,"Kẻ phi ưng, bay lượn trên không trung.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""266""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""266""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""1827"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""1827"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""105"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
38,PetEquip,70003103,1002,Phi Ưng Tường Không Thú Giáp,PetEquipCloth1_6,7,85,1,true,0,1000,800,-1,,"Kẻ phi ưng, bay lượn trên không trung.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""709""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""709""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""3134"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""3134"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""105"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
39,PetEquip,70003104,1003,Phi Ưng Tường Không Thú Hoàn,PetEquipChaplet1_6,7,85,1,true,0,1000,800,-1,,"Kẻ phi ưng, bay lượn trên không trung.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""660""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""4524"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""105"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""4221"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
40,PetEquip,70003105,1004,Phi Ưng Tường Không Thú Sức,PetEquipAmulet1_14,7,85,1,true,0,1000,800,-1,,"Kẻ phi ưng, bay lượn trên không trung.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""330""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_dodgebase"",""Value"":""110""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""4524"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""105"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""4221"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
41,PetEquip,70003201,1000,Cự Hùng Hao Lộ Thú Trảo,PetEquipClaw1_4,8,85,1,true,0,1000,800,-1,,"Cự hùng giả, hao lộ nhi triển kì phách.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""779""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""779""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""3138"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""3138"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""105"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""4221"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
42,PetEquip,70003202,1001,Cự Hùng Hao Lộ Thú Khôi,PetEquipHat1_4,8,85,1,true,0,1000,800,-1,,"Cự hùng giả, hao lộ nhi triển kì phách.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""266""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""266""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""3627"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""3627"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""105"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
43,PetEquip,70003203,1002,Cự Hùng Hao Lộ Thú Giáp,PetEquipCloth1_4,8,85,1,true,0,1000,800,-1,,"Cự hùng giả, hao lộ nhi triển kì phách.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""709""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""709""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""6334"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""6334"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""60"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""105"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
44,PetEquip,70003204,1003,Cự Hùng Hao Lộ Thú Hoàn,PetEquipChaplet1_4,8,85,1,true,0,1000,800,-1,,"Cự hùng giả, hao lộ nhi triển kì phách.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""660""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""4524"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""4524"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""4221"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""105"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
45,PetEquip,70003205,1004,Cự Hùng Hao Lộ Thú Sức,PetEquipAmulet1_4,8,85,1,true,0,1000,800,-1,,"Cự hùng giả, hao lộ nhi triển kì phách.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""330""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_dodgebase"",""Value"":""110""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""4524"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""4524"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""4221"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""105"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
46,PetEquip,70003301,1000,Bôn Mã Trục Phong Thú Trảo,PetEquipClaw1_9,9,85,1,true,0,1000,800,-1,,"Bôn mã giả, trục phong dĩ chương kì chí.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""779""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""779""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""3134"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""3134"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""60"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""105"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
47,PetEquip,70003302,1001,Bôn Mã Trục Phong Thú Khôi,PetEquipHat1_9,9,85,1,true,0,1000,800,-1,,"Bôn mã giả, trục phong dĩ chương kì chí.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""266""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""266""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""1827"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""1827"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""105"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""60"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
48,PetEquip,70003303,1002,Bôn Mã Trục Phong Thú Giáp,PetEquipCloth1_9,9,85,1,true,0,1000,800,-1,,"Bôn mã giả, trục phong dĩ chương kì chí.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""709""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""709""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""3134"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""3134"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""105"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""60"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
49,PetEquip,70003304,1003,Bôn Mã Trục Phong Thú Hoàn,PetEquipChaplet1_9,9,85,1,true,0,1000,800,-1,,"Bôn mã giả, trục phong dĩ chương kì chí.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""660""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""2224"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""2224"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""7221"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""105"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
50,PetEquip,70003305,1004,Bôn Mã Trục Phong Thú Sức,PetEquipAmulet1_13,9,85,1,true,0,1000,800,-1,,"Bôn mã giả, trục phong dĩ chương kì chí.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""330""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_dodgebase"",""Value"":""110""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""2224"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""2224"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""7221"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""105"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""20"",""MinStar"":""9""}}]"
51,PetEquip,70004001,1000,Hùng Sư Nghịch Lân Thú Trảo,PetEquipClaw1_8,10,95,1,true,0,1000,800,-1,,"Sư sinh nghịch lân, mạnh mẽ dũng mãnh.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""884""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""884""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""11988"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""135"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""6483"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
52,PetEquip,70004002,1001,Hùng Sư Nghịch Lân Thú Khôi,PetEquipHat1_8,10,95,1,true,0,1000,800,-1,,"Sư sinh nghịch lân, mạnh mẽ dũng mãnh.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""1891"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""1891"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""135"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
