ID,CooldownGroup,Name,ShortDescription,Description,Icon,ActionID,PrecastActionID,FinishActionID,PrecastFx,CastFx,FlyFx,ExplodeFx,BuffFx,ChainingSourceFx,ChainingTargetFx,ChainingFx,Type,Style,FactionID,BookID,CanDirectlyStudy,RequireLevel,RequireWeapon,IsDamageSkill,CastRange,AttackRadius,AnimationDuration,TargetType,ProgressTime,MissileSpeed,MissileCount,FixedHitRate,FixedCritRate,ShowSkillNameWhenUse,Property,Tag,ProgressFluction
243,6,Nộ Đào Liên Kích (Cấp 3),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương trực tiếp lên mục tiêu",WuhunSkill2_2,746,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_direct_lv3,NO_RESET,20
244,6,Nộ Đào Liên Kích (Cấp 4),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương trực tiếp lên mục tiêu",WuhunSkill2_2,746,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_direct_lv4,NO_RESET,20
245,6,Nộ Đào Liên Kích (Cấp 5),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương trực tiếp lên mục tiêu",WuhunSkill2_2,746,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_direct_lv5,NO_RESET,20
257,257,Đồng Khí Liên Chi,Kỹ năng phu thê,Một chiêu trong phu thê hành công yếu quyết. Sử dụng sẽ phục hồi sinh lực cho phu thê ở gần,fuqiskill_1,592,591,-1,"0,PreCast_ThanhTamPhoThienChu;0,PreCast_ThanhTamPhoThienChu1","0,Cast_EM",,,"0,ThanhTamPhoThienChu",,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,15,0,300,PeacePlayer,1000,400,1,-1,-1,true,fuqi_tongqilianzhi,sponsor,20
258,258,Thiên Trường Địa Cửu,Kỹ năng phu thê,Một chiêu trong phu thê hành công yếu quyết. Sử dụng sẽ hồi sinh phu thê tử nạn ở gần,fuqiskill_2,594,593,-1,"0,PreCast_CaiTuHoanSinh;0,SubCast_CaiTuHoanSinh","0,Cast_EM1",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,3,0,300,PeacePlayer,10000,300,1,-1,-1,true,fuqi_tianchangdijiu,sponsor,20
259,259,Tâm Đầu Ý Hợp,Kỹ năng phu thê,Một chiêu trong phu thê hành công yếu quyết. Sử dụng sẽ tăng cường giới hạn sinh lực cho phu thê ở gần,fuqiskill_4,702,-1,-1,,"0,Cast_EM;500,Cast_CuuAmDocLongCong",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,15,0,1200,PeacePlayer,0,300,1,-1,-1,true,fuqi_xintouyihe,sponsor,20
260,260,Ngoại Công Hộ Thể,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Thiếu Lâm, sử dụng giúp bản thân tăng cường ngoại thủ",FightSkillXinShou_8,229,-1,-1,,"0,NgoaiCongHoThe",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_shaolin_waigonghuti,,20
261,261,Ngoại Kình Công Kích,Tấn công một mục tiêu,"Kỹ năng tân thủ của phái Minh Giáo, sử dụng gây sát thương ngoại công lên mục tiêu",FightSkillXinShou_3,242,-1,-1,,,,,,,,,Active,MeleeSingleTarget,-1,-1,false,1,false,true,3,0,1200,Enemy,0,300,1,-1,-1,false,xinshou_mingjiao_waijinggongji,,20
262,262,Công Kích Yếu Điểm,Tấn công một mục tiêu,"Kỹ năng tân thủ của phái Cái Bang, sử dụng gây sát thương trực tiếp lên mục tiêu",FightSkillXinShou_9,261,-1,-1,,,,,,,,,Active,MeleeSingleTarget,-1,-1,false,1,false,true,3,0,1200,Enemy,0,300,1,-1,-1,false,xinshou_gaibang_yaohaigongji,,20
263,263,Nội Kình Công Kích,Tấn công một mục tiêu,"Kỹ năng tân thủ của phái Võ Đang, sử dụng gây sát thương nội công lên mục tiêu",FightSkillXinShou_4,282,-1,-1,,,"0,NoiKinhCongKich","0,EXP_NoiKinhCongKich",,,,,Active,RangedSingleTarget,-1,-1,false,1,false,true,20,0,600,Enemy,0,600,1,-1,-1,false,xinshou_wudang_neijinggongji,,20
264,264,Trị Liệu Sơ Cấp,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Nga My, sử dụng giúp bản thân phục hồi một lượng sinh lực",FightSkillXinShou_2,310,404,-1,"0,PreCast_TriLieuSoCap","0,TriLieuSoCap",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,1000,300,1,-1,-1,false,xinshou_emei_chujizhiliao,,20
265,265,Nội Công Hộ Thể,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Tinh Túc, sử dụng giúp bản thân tăng cường nội thủ",FightSkillXinShou_5,313,-1,-1,,"600,NoiCongHoThe",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_xingxiu_neigonghuti,,20
266,266,Công Kích Sơ Hở,Tấn công một mục tiêu,"Kỹ năng tân thủ của phái Thiên Long, sử dụng gây trạng thái sơ hở lên mục tiêu",FightSkillXinShou_6,343,-1,-1,,"0,CongKichSoHo",,,,,,,Active,RangedSingleTarget,-1,-1,false,1,false,false,20,0,600,Enemy,0,300,1,100,-1,false,xinshou_tianlong_pozhangongji,,20
267,267,Ẩn Độn Sơ Cấp,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Thiên Sơn, sử dụng giúp bản thân bước vào trạng thái tàng hình",FightSkillXinShou_1,367,-1,-1,,"0,AnDonSoCap",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_tianshan_chujiyindun,,20
268,268,Cạm Bẫy Sơ Cấp,Cạm bẫy,"Kỹ năng tân thủ của phái Tiêu Dao, sử dụng đặt cạm bẫy dưới chân bản thân, công kích kẻ địch ở gần",FightSkillXinShou_7,386,385,-1,"0,PreCast_CamBaySoCap",,"0,CamBaySoCap","0,EXP_BatTranDo",,,,,Active,Trap,-1,-1,false,1,false,false,0,3,300,Enemy,1000,300,1,100,-1,false,xinshou_xiaoyao_ranshaoxianjing,,20
269,269,Tinh Tuyền Phản Kích,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Mộ Dung, sử dụng giúp bản thân phản đòn lại sát thương từ phía kẻ địch",FightSkillXinShou_10,229,-1,-1,,"0,NgoaiCongHoThe",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_murong_xingxuanfanji,,20
270,270,Thương Ưng Kỳ Tập,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Đường Môn, sử dụng giúp bản thân tăng cường chính xác",FightSkillXinShou_13,229,-1,-1,,"0,Cast_TM;0,NgoaiCongHoThe",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_tangmen_cangyingqixi,,20
271,271,Khí Huyết Tương Sinh,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Quỷ Cốc, sử dụng giúp bản thân tăng giới hạn máu",FightSkillGuiGu2_11,313,-1,-1,,"0,Cast_KhiHuyetTuongSinh;600,Cast_KhiHuyetTuongSinh1",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_guigu_qixuexiangsheng,,20
272,272,Nhất Dương Chi Thủy,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Đào Hoa, sử dụng giúp bản thân tăng hội công",FightSkillTaoHuaDao2_1,1196,-1,-1,,"0,NhatDuongChiThuy;300,Cast_KhiHuyetTuongSinh;600,Cast_KhiHuyetTuongSinh1",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_taohua_yiyangzhishui,,20
274,274,Mệnh Hồn Hộ Thể,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Mạn Đà, sử dụng giúp bản thân tăng giới hạn máu",FightSkillMantuo1_10,100802,-1,-1,,,,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_mantuo_minghunhuti,,20
275,275,Thân Dư Tương Hợp,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Tuyệt Tình, sử dụng giúp bản thân tăng thân pháp",FightSkillCongRen1_8,1414,-1,-1,,,,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_jueqing_shenyuxianghe,,20
276,276,Đoạn Cốt Cường Thể,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Ác Nhân Cốc, sử dụng giúp bản thân tăng thể lực",FightSkillERenGu1_4,1676,-1,-1,,,,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_erengu_duanguqiangti,,20
273,-1,Gặp cướp - Định thân,,"Định thân, không thể di chuyển nhưng có thể sử dụng kỹ năng",Buff5_15,-1,-1,-1,,,,,"0,DinhThan",,,,Active,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,caoyun_jiangjie,,20
27300,-1,Gặp cướp - Cương ngạnh,,"Cương ngạnh, tốc độ di chuyển chậm",Buff5_8,-1,-1,-1,,,,,"0,DinhThan",,,,Active,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,caoyun_jiangjie_child,,20
281,281,Phục Hổ Quyền,Tấn công một mục tiêu liên tục,Công phu nhập môn của Thiếu Lâm Đệ tử. Khi sử dụng gây sát thương liên tiếp cho đối phương,FightSkillShaoLin1_1,500,-1,-1,,"0,Cast_SL",,"0,EXP_PhucHoQuyen",,,,,Active,MeleeSingleTarget,0,1,true,1,true,true,3,0,800,Enemy,0,300,3,-1,-1,false,shaolin_fuhuquan,,20
282,282,Kim Cang Phục Ma Khuyên,Tấn công nhiều mục tiêu xung quanh,"Một trong những Thiếu Lâm tuyệt kỹ, như Kim Cương Xuất Thế, khi sử dụng sẽ gây sát thương lớn cho nhiều đối thủ",FightSkillShaoLin1_2,501,-1,-1,,"0,Cast_SL","700,KimCuongPhucMaKhuyen","0,EXP_KimCuongPhucMaKhuyen",,,,,Active,MultipleTargetsAroundSelf,0,1,true,10,true,true,0,7,1200,Enemy,0,300,1,85,-1,true,shaolin_jingangfumoquan,,20
28201,-1,Kim Cang Phục Ma Khuyên - Định thân,,"Định thân, không thể di chuyển nhưng có thể sử dụng kỹ năng",FightSkillShaoLin1_2,-1,-1,-1,,,,,"0,DinhThan",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,shaolin_jingangfumoquan_child,,20
283,283,Đại Lực Kim Cương Chưởng,Tấn công một mục tiêu,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu đắc ý của Huyền Từ Phương Trượng. Sử dụng sẽ gây sát thương thuộc tính Huyền rất lớn cho đối phương",FightSkillShaoLin1_3,502,-1,-1,,"0,Cast_SL;600,SubCast_DaiLucKimCuongChuong",,,,,,,Active,MeleeSingleTarget,0,2,true,45,true,true,3,0,1200,Enemy,0,300,1,-1,-1,true,shaolin_dalijingangzhang,,20
284,284,Nhất Vĩ Độ Giang,Hỗ trợ bản thân,"Tương truyền do Đạt ma tổ sư độ giang sáng lập, sử dụng khiến bước đi nhẹ nhàng như bay, tốc độ di chuyển tăng nhanh",FightSkillShaoLin1_4,503,-1,-1,,"0,Cast_SL1",,,"0,NhatViDoGiang",,,,Active,SingleTargetBuff,0,2,true,20,false,false,0,0,300,Self,0,300,1,-1,-1,true,shaolin_yiweidujiang,,20
285,285,Niêm Hoa Chỉ,Khống chế một mục tiêu,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu của Huyền Độ Đại Sư. Sử dụng sẽ khiến đối phương rơi vào trạng thái Tản công",FightSkillShaoLin1_5,504,-1,-1,,"0,Cast_SL;200,Fly_NiemHoaChi",,"0,EXP_NiemHoaChi","0,TanCong",,,,Active,MeleeSingleTarget,0,2,true,30,true,true,3,0,300,Enemy,0,300,1,-1,-1,true,shaolin_nianhuazhi,,20
286,286,La Hán Trận,Hỗ trợ bản thân và đồng đội xung quanh,Trận pháp của Thiếu Lâm đệ tử bài bố khi tác chiến. Sử dụng sẽ tăng khả năng ngoại thủ cho đồng đội xung quanh,FightSkillShaoLin1_6,505,-1,-1,,"0,Cast_SL;0,Buff_LaHanTran",,,,,,,Active,MultipleTargetsBuff,0,2,true,40,false,false,0,7,1200,SelfAndAlly,0,300,1,-1,-1,true,shaolin_luohanzhen,,20
287,287,Sư Tử Hống,Hỗ trợ bản thân,"Một trong những Thiếu Lâm tuyệt kỹ, rất có hiệu quả trong việc gây rối loạn và kinh động kẻ thù. Sử dụng sẽ khiến nhiều kẻ địch xung quanh bị Cương ngạnh, khó bề di chuyển",FightSkillShaoLin1_7,506,-1,-1,,"0,Cast_SL;200,SuTuHong",,,,,,,Active,SingleTargetBuff,0,3,true,20,false,false,0,7,1200,Self,0,300,1,-1,-1,true,shaolin_sizihou,,20
28701,-1,Sư Tử Hống - Cương ngạnh,,"Cương ngạnh, giảm tốc độ di chuyển",FightSkillShaoLin1_7,-1,-1,-1,,,,,"0,CuongNganh",,,,Auto,MultipleTargetsAroundSelf,-1,-1,false,1,false,false,0,7,0,Enemy,0,300,1,100,-1,false,shaolin_sizihou_child,,20
288,288,Cà Sa Phục Ma Công,Hỗ trợ đồng đội,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu đắc ý của Huyền Từ Phương Trượng. Sử dụng sẽ làm giảm đi trạng thái không tốt của đồng đội",FightSkillShaoLin1_8,507,-1,-1,,"0,Cast_SL;0,CaSaPhucMaCong",,,,,,,Active,SingleTargetBuff,0,3,true,30,false,false,15,0,1200,PeacePlayer,0,300,1,-1,-1,true,shaolin_jiashafumogong,,20
289,289,Lễ Kính Như Lai,Hỗ trợ bản thân,Chứa đựng võ công phật pháp chí cao của Thiền tổ. Sử dụng sẽ làm cho công kích của kẻ thù bị phản hồi,FightSkillShaoLin1_9,508,-1,-1,,"0,Cast_SL2",,,"0,LeKinhNhuLai",,,,Active,SingleTargetBuff,0,3,true,40,false,false,0,0,1200,Self,0,300,1,-1,-1,true,shaolin_lijingrulai,,20
290,290,Kim Chung Tráo,Bị động,Tăng khả năng ngoại thủ của bản thân,FightSkillShaoLin1_10,-1,-1,-1,,,,,,,,,Passive,None,0,4,true,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,shaolin_jinzhongzhao,,20
291,291,Ma Kha Vô Lượng,Tấn công một mục tiêu,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu đắc ý của Huyền Nan Phương Trượng. Sử dụng sẽ gây sát thương rất lớn cho đối phương",FightSkillShaoLin1_11,509,-1,-1,,"0,Cast_SL;0,SubCast_MaKhaVoLuong;200,Fly_MaKhaVoLuong",,"0,EXP_MaKhaVoLuong",,,,,Active,MeleeSingleTarget,0,4,true,1,true,true,3,0,600,Enemy,0,300,1,-1,-1,true,shaolin_mohewuliang,,20
29101,-1,Ma Kha Vô Lượng - Hư nhược,,"Hư nhược, giảm ngoại thủ",FightSkillShaoLin1_11,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,shaolin_mohewuliang_child,,20
292,292,Thiết Bố Sam,Trấn phái tiêu thức,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu đắc ý của Huyền Trừng Đại sư. Sử dụng có thể giúp đệ tử Thiếu Lâm giữ tư thế phòng thủ",FightSkillShaoLin1_12,511,585,-1,"0,SubCast_ThietBoSam","0,Cast_SL;0,Buff_ThietBoSam",,,,,,,Active,SingleTargetBuff,0,4,true,30,false,false,0,0,300,Self,5000,300,1,-1,-1,true,shaolin_tiebushan,,20
293,293,Bách Vô Cấm Kỵ,Hỗ trợ bản thân,Những điều cấm kỵ của Phật môn không áp dụng với đệ tử Thiếu Lâm. Sử dụng có thể giúp đệ tử Thiếu Lâm miễn dịch với hiệu quả phản diện,FightSkillShaoLin1_13,512,-1,-1,,"0,Cast_SL;0,BachVoCamKy",,,"0,Buff_BachVoCamKy",,,,Active,SingleTargetBuff,0,4,true,50,false,false,0,0,1200,Self,0,300,1,-1,-1,true,shaolin_baiwujinji,,20
294,294,Phá Nạp Công,Bị động,"Từ các loại vũ khí như Trường đao, thương giúp đệ tử Thiếu Lâm tăng khả năng công kích ngoại công",FightSkillShaoLin1_14,-1,-1,-1,,,,,,,,,Passive,None,0,5,true,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,shaolin_ponagong,,20
295,295,Nhất Phách Lưỡng Tản,Tấn công một mục tiêu,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu đắc ý của Huyền Tịch Đại sư. Sử dụng gây sát thương lớn cho đối phương, đồng thời khiến đối phương rơi vào trạng thái cương ngạnh",FightSkillShaoLin1_15,513,-1,-1,,"0,Cast_SL;200,Fly_NhatPhachLuongTan",,"0,EXP_NhatPhachLuongTan",,,,,Active,MeleeSingleTarget,0,5,true,1,true,true,3,0,600,Enemy,0,300,1,-1,-1,true,shaolin_yipailiangzan,,20
29501,-1,Nhất Phách Lưỡng Tản - Cương ngạnh,,"Cương ngạnh, giảm tốc độ di chuyển",FightSkillShaoLin1_15,-1,-1,-1,,,,,"0,CuongNganh",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,shaolin_yipailiangzan_child,,20
296,292,Vi Đà Chử,Trấn phái tiêu thức,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu đắc ý của Huyền Bi Đại sư. Sử dụng có thể giúp đệ tử Thiếu Lâm giữ tư thế tấn công",FightSkillShaoLin1_16,515,585,-1,"0,SubCast_ThietBoSam","0,Cast_SL;0,Buff_ViDaChu",,,,,,,Active,SingleTargetBuff,0,5,true,30,false,false,0,0,300,Self,5000,300,1,-1,-1,true,shaolin_weituozhu,,20
297,297,Khí Quán Trường Hồng,Hỗ trợ bản thân,"Chân khí Phật môn dồi dào tập trung trên cơ thể, sử dụng có thể giúp tăng tỉ lệ hội tâm nhất kích của đệ tử Thiếu Lâm",FightSkillShaoLin2_1,516,-1,-1,,"0,Cast_SL;0,KhiQuanTruongHong",,,,,,,Active,SingleTargetBuff,0,5,true,50,false,false,0,0,1200,Self,0,300,1,-1,-1,true,shaolin_qiguanchanghong,,20
298,298,Như Lai Thần Chưởng,Tấn công một mục tiêu,Một loại thần công không rõ nguồn gốc. Sử dụng sẽ tạo lên một cước kinh thiên động địa vào đối phương,FightSkillShaoLin2_2,517,-1,-1,,"0,Cast_SL;100,NhuLaiThanChuong","0,Fly_NhuLaiThanChuong","0,EXP_NhuLaiThanChuong",,,,,Active,MeleeSingleTarget,0,6,true,10,true,true,3,0,300,Enemy,0,300,1,-1,-1,true,shaolin_rulaishenzhang,,20
299,299,Minh Kính Đài,Hỗ trợ bản thân,"Bồ đề bản vô thụ, minh kính diệc phi đài. Sử dụng có thể giúp đệ tử Thiếu Lâm sẽ không bị ảnh hưởng bởi hiệu quả hỏa thất minh",FightSkillShaoLin2_3,518,-1,-1,,"0,Cast_SL;100,MinhKinhDai",,,,,,,Active,SingleTargetBuff,0,6,true,30,false,false,0,0,300,Self,0,300,1,-1,-1,true,shaolin_mingjingtai,,20
300,300,Kim Cang Bất Hoại Thể,Hỗ trợ bản thân,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu đắc ý của Tiên Hiền Hối Minh Đại sư. Sử dụng khiến kẻ thù chỉ có thể gây một nửa sát thương lên đệ tử Thiếu Lâm",FightSkillShaoLin2_4,519,-1,-1,,"0,Cast_SL;200,KimCangBatHoaiThe",,,"0,Buff_KimCangBatHoaiThe",,,,Active,SingleTargetBuff,0,6,true,60,false,false,0,0,300,Self,0,300,1,-1,-1,true,shaolin_jingangbuhuaiti,,20
301,301,Dịch Cân Đoạn Cốt,Hỗ trợ bản thân,Thần công ghi chép từ Thiếu Lâm Đệ nhất tuyệt học Dịch Cân Kinh. Sử dụng sẽ tăng và hồi sinh lực.,FightSkillShaoLin2_5,707,-1,-1,,"0,Cast_SL;0,SubCast_DichCanDoanCot1;0,SubCast_DichCanDoanCot",,,,,,,Active,SingleTargetBuff,0,55,false,65,false,false,0,0,1200,Self,0,300,1,-1,-1,true,shaolin_yijinduangu,,20
30101,-1,Dịch Cân Đoạn Cốt - Phục hồi,,Phục hồi sinh lực cho bản thân.,FightSkillShaoLin2_5,-1,-1,-1,,,,,"0,DichCanDoanCot",,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,shaolin_yijinduangu_child,,20
302,302,Di Lặc Hộ Thân,Hỗ trợ đồng đội,Sự quan tâm của Thiếu Lâm đệ tử giành cho hảo hữu. Sử dụng sẽ nâng cao thể lực cho đồng đội,FightSkillShaoLin2_6,698,-1,-1,,"0,Cast_SL;600,SubCast_DiLacHoThan",,,,,,,Active,SingleTargetBuff,0,1,true,1,false,false,15,0,1200,PeacePlayer,0,300,1,-1,-1,true,shaolin_milehushen,,20
303,303,Đảo Chuyển Càn Khôn,Hỗ trợ đồng đội,Sự quan tâm của Thiếu Lâm đệ tử giành cho hảo hữu. Sử dụng sẽ nâng cao khả năng sát thương cho đồng đội,FightSkillShaoLin2_7,698,-1,-1,,"0,Cast_SL;600,SubCast_DiLacHoThan",,,,,,,Active,SingleTargetBuff,0,55,false,1,false,false,15,0,1200,PeacePlayer,0,300,1,-1,-1,true,shaolin_daozhuanqiankun,,20
304,304,Diệt Thử Triều Thực,Hỗ trợ bản thân,"Một trong những Thiếu Lâm tuyệt kỹ, Kiêm cụ rất có hiệu quả trong việc gây rối loạn và kinh động kẻ thù. Sử dụng sẽ thu hút những quái vật xung quanh tấn công đệ tử Thiếu Lâm",MenpaiLiveSkill2_9,506,-1,-1,,"0,Cast_SL",,,,,,,Active,SingleTargetBuff,0,3,false,1,false,false,0,7,1200,Self,0,300,1,-1,-1,true,shaolin_mieshuchaoshi,,20
305,305,Điệu Hổ Ly Sơn,Hỗ trợ bản thân,"Tuyệt học Thiếu Lâm, gây nhiễu loạn và trấn nhiếp địch, làm giảm khả năng gây thương tổn lên đệ tử Thiếu Lâm",MenpaiLiveSkill2_11,698,-1,-1,,"0,Cast_SL;600,SubCast_DiLacHoThan",,,,,,,Active,SingleTargetBuff,0,55,false,45,false,false,0,0,1200,Self,0,300,1,-1,-1,true,shaolin_diaohulishan,,20
306,306,Từ Hàng Phổ Độ,Hỗ trợ đồng đội,"Tuyệt kỹ bắt nguồn từ phật môn, loại công phu chí kỳ, chí mật. Thi triển sẽ bảo vệ mục tiêu, đồng thời khi kết thúc trạng thái bảo vệ sẽ khiến cho đối thủ xung quanh không thể chống đỡ.",FightSkillShaoLin2_8,735,-1,-1,,"0,Cast_SL;0,Cast_TuHangPhoDo",,,"0,Buff_TuHangPhoDo",,,,Active,SingleTargetBuff,0,55,false,80,true,false,15,0,1200,PeacePlayer,0,300,1,-1,-1,true,shaolin_cihangpudu,,20
30601,-1,Từ Hàng Phổ Độ - Khống chế,,"Tê Liệt, không thể di chuyển, không thể thao tác, không thể sử dụng kỹ năng",FightSkillShaoLin2_8,-1,-1,-1,,,,,"0,TeLiet",,,,Auto,MultipleTargetsAroundSelf,-1,-1,false,1,false,false,0,10,0,Enemy,0,300,1,100,-1,false,shaolin_cihangpudu_child,,20
30602,-1,Từ Hàng Phổ Độ - Tản công,,"Tản công, không thể sử dụng kỹ năng",FightSkillShaoLin2_8,-1,-1,-1,,,,,"0,TanCong",,,,Auto,MultipleTargetsAroundSelf,-1,-1,false,1,false,false,0,10,0,Enemy,0,300,1,100,-1,false,shaolin_cihangpudu_child_2,,20
307,307,Huyền Ấn Ngộ Phật,Tấn công một mục tiêu,"Một trong những tuyệt học của Võ Lâm, căn cứ theo tâm pháp của bản thân gây lượng sát thương tuyện đối cho đối thủ",FightSkillshipotianjing_6,755,-1,-1,,"0,Cast_SL;0,Fly_HuyenAnNgoPhat",,"0,EXP_HuyenAnNgoPhat",,,,,Active,MeleeSingleTarget,0,72,false,1,true,true,3,0,600,Enemy,0,800,1,-1,-1,true,eighthbook_damage_physical,,20
308,308,Từ Tâm Bi Mẫn,Khống chế một mục tiêu,"Một trong những tuyệt học của Võ Lâm, căn cứ theo tâm pháp của bản thân, đồng thời dễ dàng khống chế đối thủ",FightSkillkunxiansuo_6,754,-1,-1,,"0,Cast_SL;0,TuTamBiMan",,"0,PhongHuyet",,,,,Active,MeleeSingleTarget,0,72,false,1,true,false,3,0,300,Enemy,0,800,1,-1,-1,true,eighthbook_control_physical,,20
311,311,Thôi Tâm Chưởng,Tấn công một mục tiêu liên tục,Công phu nhập môn của Minh Giáo đệ tử. Sử dụng sẽ gây sát thương liên tiếp lên đối phương,FightSkillMingJiao_1,520,-1,-1,,"0,Cast_MJ",,"0,ThoiTamChuong",,,,,Active,MeleeSingleTarget,1,7,true,1,true,true,3,0,800,Enemy,0,300,3,-1,-1,false,mingjiao_tuixinzhang,,20
312,312,Huyết Trận Bát Phương,Tấn công nhiều mục tiêu xung quanh,"Bính tử Huyết Chiến, công phu bá đạo nhất chiêu thất thương. Sử dụng sẽ gây sát thương lớn lên nhiều đối thủ xung quanh đệ tử Minh Giáo",FightSkillMingJiao_2,521,-1,-1,,"0,Cast_MJ;1000,HuyetTranBatPhuong",,"0,EXP_HuyetTranBatPhuong",,,,,Active,MultipleTargetsAroundSelf,1,7,true,10,true,true,0,7,1200,Enemy,0,300,1,90,-1,true,mingjiao_xuezhenbafang,,20
313,313,Viêm Long Vô Song,Tấn công một mục tiêu,"Một trong những Minh Giáo tuyệt kỹ, là công phu đắc ý của Lã Sư Tương Thánh Sử. Sử dụng sẽ gây sát thương thuộc tính Hỏa lên đối phương",FightSkillMingJiao_3,522,-1,-1,,"0,Cast_MJ;0,Cast_ViemLongVoSong",,"0,ViemLongVoSong",,,,,Active,MeleeSingleTarget,1,8,true,45,true,true,3,0,800,Enemy,0,300,1,-1,-1,true,mingjiao_yanlongwushuang,,20
314,314,Quỳ Hoa Trục Nhật,Hỗ trợ bản thân,Thuật khinh công trong quyển Bí Cấp Quỳ Hoa. Sử dụng tăng tốc độ di chuyển,FightSkillMingJiao_4,523,-1,-1,,"0,Cast_MJ;0,Cast_QuyHoaTrucNhat",,,"0,Buff_QuyHoaTrucNhat",,,,Active,SingleTargetBuff,1,8,true,20,false,false,0,0,300,Self,0,300,1,-1,-1,true,mingjiao_kuihuazhuri,,20
315,315,Quỳ Hoa Điểm Huyệt Thủ,Khống chế một mục tiêu,Võ công trong quyển Bí Cấp Quỳ Hoa. Sử dụng sẽ khiến cho đối phương rơi vào trạng thái phong huyệt,FightSkillMingJiao_5,524,-1,-1,,"0,Cast_MJ2",,,"0,QuyHoaDiemHuyetThu",,,,Active,MeleeSingleTarget,1,8,true,30,true,false,3,0,300,Enemy,0,300,1,100,-1,true,mingjiao_kuihuadianxueshou,,20
